url, QDM, FHIR
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1248.88, v20230426, v20230426
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1248.89, v20220719, v20220719
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1248.181, v20220719, v20220719
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1248.90, vGROUPED, v20230429
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1248.180, vGROUPED, v20240109
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1248.224, v20230520, v20230520
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1045.127, v20230214, v20230214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.118.12.1300, v20200310, v20200310
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.118.11.1220, vGROUPED, v20240207
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.113.12.1074, v20190315, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.113.11.1309, vGROUPED, v20250205
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.113.11.1308, vGROUPED, v20241106
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1088, v20210224, v20210224
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.11.1279, vGROUPED, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.11.1276, vGROUPED, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.113.12.1075, v20190315, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.113.11.1311, vGROUPED, v20231116
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.113.11.1310, vGROUPED, v20230207
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.196.12.1510, v20190315, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.196.11.1517, vGROUPED, v20250111
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1013, v20170504, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1024, vGROUPED, v20230210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.1006, v20210819, v20210819
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.1004, vGROUPED, v20210924
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.1005, vGROUPED, v20210819
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.195.11.1003, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1010, v20210928, v20210928
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.11.1050, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1046.279, v20250212, v20250212
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1046.284, v20240418, v20240418
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1046.277, vGROUPED, v20240418
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1046.283, vGROUPED, v20240418
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1046.278, v20250212, v20250212
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.294, v20210220, v20210220
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1111.163, v20200305, v20200305
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1111.164, v20210220, v20210220
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1046.285, v20240418, v20240418
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1170.28, vGROUPED, v20250212
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1170.27, vGROUPED, v20250212
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1017, v20170504, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1044, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.110.12.1059, v20170504, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.110.11.1135, vGROUPED, v20241106
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1014, v20240112, v20240112
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1135, vGROUPED, v20200310
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1027, vGROUPED, v20241107
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1026, vGROUPED, v20230207
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.111.12.1016, v20240106, v20240106
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.112.11.1025, vGROUPED, v20210915
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.112.11.1024, vGROUPED, v20210220
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1018, v20210304, v20210304
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1047, vGROUPED, v20241107
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1070, v20171216, v20171216
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1092, vGROUPED, v20171216
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1087, vGROUPED, v20180310
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1071, v20240112, v20240112
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1090, vGROUPED, v20171216
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1089, vGROUPED, v20171216
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1134, v20190315, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1145, vGROUPED, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1133, vGROUPED, v20211020
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1069, v20171216, v20171216
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1086, vGROUPED, v20180310
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1091, vGROUPED, v20171216
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1133, v20190315, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1144, vGROUPED, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1132, vGROUPED, v20211020
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1068, v20171219, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1084, vGROUPED, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1085, vGROUPED, v20250109
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1005, v20240105, v20240105
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1140, vGROUPED, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1005, vGROUPED, v20240206
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1046.286, v20240726, v20240726
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.196.12.1213, v20210306, v20210306
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.196.11.1530, vGROUPED, v20240210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.105.12.1007, v20170504, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.105.11.1017, vGROUPED, v20230124
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.105.11.1019, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1012, v20240110, v20240110
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.11.1261, vGROUPED, v20180310
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.11.1060, vGROUPED, v20240203
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1492, v20190315, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1923, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1776, vGROUPED, v20200306
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1496, v20190315, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1927, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1777, vGROUPED, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.320, v20240130, v20240130
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1374, vGROUPED, v20180726
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.127, vGROUPED, v20240130
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.126, vGROUPED, v20240130
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.319, v20200306, v20200306
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.92, vGROUPED, v20250325
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.91, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.398, v20250205, v20250205
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.213, vGROUPED, v20250207
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1248.277, vGROUPED, v20250206
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.113, vGROUPED, v20250227
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.401, v20170504, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.215, vGROUPED, v20240210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.451, v20200306, v20200306
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.450, vGROUPED, v20230215
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.325, vGROUPED, v20230215
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.399, v20170504, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.323, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.324, vGROUPED, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1011, v20171219, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1020, vGROUPED, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1039, v20171219, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1145, vGROUPED, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1010, v20171219, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1017, vGROUPED, v20240207
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1015, vGROUPED, v20230207
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1016, vGROUPED, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1038, v20190315, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.118.11.1097, vGROUPED, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1020, v20171219, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1051, vGROUPED, v20231116
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1053, vGROUPED, v20250205
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1052, vGROUPED, v20171219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1001, v20240112, v20240112
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1001, vGROUPED, v20241106
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.11.1003, vGROUPED, v20230211
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1019, v20240112, v20240112
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1143, vGROUPED, v20190315
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1036, vGROUPED, v20210220
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1035, vGROUPED, v20240207
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.327, v20210218, v20210218
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.76, vGROUPED, v20210218
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.80, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.115.12.1088, v20170504, v20170504
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.115.11.1248, vGROUPED, v20250117
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1004.2616, v20250130, v20250130
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.1266, v20250109, v20250109
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1285, v20210209, v20210209
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.111, vGROUPED, v20210209
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1771, vGROUPED, v20210209
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1411, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1527, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1528, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1560, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1781, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1483, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1731, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1241, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1509, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1344, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1448, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1626, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1628, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1409, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1523, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1521, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1410, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1524, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1526, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1412, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1530, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1529, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1413, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1534, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1532, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1414, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1537, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1535, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1428, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1578, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1577, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1415, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1538, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1540, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1450, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1632, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1634, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1451, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1637, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1635, vGROUPED, v20241228
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1452, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1640, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1638, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1416, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1542, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1543, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1417, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1546, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1544, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1418, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1549, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1548, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1419, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1552, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1550, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1453, v20210210, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1643, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1641, vGROUPED, v20210210
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1454, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1646, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1644, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1455, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1649, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1647, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1457, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1653, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1655, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1458, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1656, vGROUPED, v20210406
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1658, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1459, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1661, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1659, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1460, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1662, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1664, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1423, v20210218, v20210218
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1562, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1561, vGROUPED, v20210218
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1461, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1665, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1667, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1462, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1670, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1668, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1424, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1564, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1566, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1463, v20210219, v20210219
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1671, vGROUPED, v20240209
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1673, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1426, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1572, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1571, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1427, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1574, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1575, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1559, v20210218, v20210218
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1770, vGROUPED, v20250125
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1769, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1558, v20210214, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1767, vGROUPED, v20210214
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.2.1766, vGROUPED, v20210214
